N,V,Ls,dcmax,dc_crits
1000000,4.0e6,0.1,1.5,1.33065664768219
1000000,4.0e6,0.10390390390390392,1.5,1.325055480003357
1000000,4.0e6,0.10780780780780781,1.5,1.32767915725708
1000000,4.0e6,0.11171171171171171,1.5,1.3197063207626343
1000000,4.0e6,0.11561561561561562,1.5,1.3218591213226318
1000000,4.0e6,0.11951951951951953,1.5,1.3190369606018066
1000000,4.0e6,0.12342342342342343,1.5,1.315769910812378
1000000,4.0e6,0.12732732732732735,1.5,1.3132597208023071
1000000,4.0e6,0.13123123123123123,1.5,1.3134574890136719
1000000,4.0e6,0.13513513513513514,1.5,1.313165545463562
1000000,4.0e6,0.13903903903903903,1.5,1.313978910446167
1000000,4.0e6,0.14294294294294296,1.5,1.3119211196899414
1000000,4.0e6,0.14684684684684685,1.5,1.3123100996017456
1000000,4.0e6,0.15075075075075076,1.5,1.308509111404419
1000000,4.0e6,0.15465465465465467,1.5,1.302471399307251
1000000,4.0e6,0.15855855855855858,1.5,1.3014729022979736
1000000,4.0e6,0.1624624624624625,1.5,1.2972770929336548
1000000,4.0e6,0.16636636636636637,1.5,1.2990508079528809
1000000,4.0e6,0.17027027027027025,1.5,1.2963982820510864
1000000,4.0e6,0.1741741741741742,1.5,1.2957897186279297
1000000,4.0e6,0.17807807807807807,1.5,1.2910212278366089
1000000,4.0e6,0.181981981981982,1.5,1.2885760068893433
1000000,4.0e6,0.1858858858858859,1.5,1.288731336593628
1000000,4.0e6,0.1897897897897898,1.5,1.283840298652649
1000000,4.0e6,0.1936936936936937,1.5,1.2833455801010132
1000000,4.0e6,0.1975975975975976,1.5,1.2823078632354736
1000000,4.0e6,0.2015015015015015,1.5,1.2792662382125854
1000000,4.0e6,0.20540540540540542,1.5,1.2793973684310913
1000000,4.0e6,0.2093093093093093,1.5,1.2757999897003174
1000000,4.0e6,0.21321321321321324,1.5,1.2738287448883057
1000000,4.0e6,0.21711711711711712,1.5,1.2754136323928833
1000000,4.0e6,0.22102102102102103,1.5,1.2728359699249268
1000000,4.0e6,0.22492492492492494,1.5,1.2717266082763672
1000000,4.0e6,0.22882882882882882,1.5,1.2651444673538208
1000000,4.0e6,0.23273273273273276,1.5,1.2672836780548096
1000000,4.0e6,0.23663663663663664,1.5,1.2663806676864624
1000000,4.0e6,0.24054054054054055,1.5,1.2624765634536743
1000000,4.0e6,0.24444444444444446,1.5,1.2615779638290405
1000000,4.0e6,0.24834834834834835,1.5,1.2544498443603516
1000000,4.0e6,0.25225225225225223,1.5,1.256639838218689
1000000,4.0e6,0.25615615615615617,1.5,1.254461646080017
1000000,4.0e6,0.26006006006006005,1.5,1.2500295639038086
1000000,4.0e6,0.263963963963964,1.5,1.25404691696167
1000000,4.0e6,0.26786786786786787,1.5,1.2478774785995483
1000000,4.0e6,0.2717717717717718,1.5,1.248002052307129
1000000,4.0e6,0.2756756756756757,1.5,1.2475203275680542
1000000,4.0e6,0.2795795795795796,1.5,1.2448447942733765
1000000,4.0e6,0.2834834834834835,1.5,1.242059350013733
1000000,4.0e6,0.2873873873873874,1.5,1.238284945487976
1000000,4.0e6,0.2912912912912913,1.5,1.2423540353775024
1000000,4.0e6,0.2951951951951952,1.5,1.2358287572860718
1000000,4.0e6,0.2990990990990991,1.5,1.2393487691879272
1000000,4.0e6,0.303003003003003,1.5,1.236845850944519
1000000,4.0e6,0.3069069069069069,1.5,1.2324066162109375
1000000,4.0e6,0.31081081081081086,1.5,1.2302497625350952
1000000,4.0e6,0.31471471471471474,1.5,1.2265905141830444
1000000,4.0e6,0.3186186186186186,1.5,1.2273192405700684
1000000,4.0e6,0.3225225225225225,1.5,1.2219181060791016
1000000,4.0e6,0.32642642642642644,1.5,1.2219555377960205
1000000,4.0e6,0.3303303303303303,1.5,1.2173511981964111
1000000,4.0e6,0.33423423423423426,1.5,1.2202430963516235
1000000,4.0e6,0.33813813813813814,1.5,1.2192407846450806
1000000,4.0e6,0.342042042042042,1.5,1.213929295539856
1000000,4.0e6,0.3459459459459459,1.5,1.2139732837677002
1000000,4.0e6,0.34984984984984985,1.5,1.2122567892074585
1000000,4.0e6,0.3537537537537538,1.5,1.2064543962478638
1000000,4.0e6,0.35765765765765767,1.5,1.2081806659698486
1000000,4.0e6,0.36156156156156155,1.5,1.2058517932891846
1000000,4.0e6,0.3654654654654655,1.5,1.2037363052368164
1000000,4.0e6,0.36936936936936937,1.5,1.2014155387878418
1000000,4.0e6,0.3732732732732733,1.5,1.2040513753890991
1000000,4.0e6,0.37717717717717714,1.5,1.1949609518051147
1000000,4.0e6,0.3810810810810811,1.5,1.1946332454681396
1000000,4.0e6,0.384984984984985,1.5,1.1949570178985596
1000000,4.0e6,0.3888888888888889,1.5,1.1955994367599487
1000000,4.0e6,0.3927927927927928,1.5,1.1925276517868042
1000000,4.0e6,0.3966966966966967,1.5,1.1922348737716675
1000000,4.0e6,0.4006006006006006,1.5,1.1878529787063599
1000000,4.0e6,0.40450450450450454,1.5,1.1886122226715088
1000000,4.0e6,0.4084084084084084,1.5,1.1838691234588623
1000000,4.0e6,0.4123123123123123,1.5,1.1808127164840698
1000000,4.0e6,0.41621621621621624,1.5,1.183573842048645
1000000,4.0e6,0.4201201201201201,1.5,1.1836193799972534
1000000,4.0e6,0.42402402402402406,1.5,1.169329047203064
1000000,4.0e6,0.42792792792792794,1.5,1.1757699251174927
1000000,4.0e6,0.4318318318318318,1.5,1.1772493124008179
1000000,4.0e6,0.43573573573573576,1.5,1.175302505493164
1000000,4.0e6,0.4396396396396396,1.5,1.169852375984192
1000000,4.0e6,0.44354354354354353,1.5,1.1667566299438477
1000000,4.0e6,0.44744744744744747,1.5,1.1661086082458496
1000000,4.0e6,0.45135135135135135,1.5,1.1645605564117432
1000000,4.0e6,0.45525525525525523,1.5,1.1618120670318604
1000000,4.0e6,0.45915915915915917,1.5,1.1633765697479248
1000000,4.0e6,0.46306306306306305,1.5,1.1630885601043701
1000000,4.0e6,0.466966966966967,1.5,1.1597646474838257
1000000,4.0e6,0.4708708708708709,1.5,1.1572567224502563
1000000,4.0e6,0.47477477477477475,1.5,1.1532896757125854
1000000,4.0e6,0.4786786786786787,1.5,1.154850959777832
1000000,4.0e6,0.4825825825825826,1.5,1.1552425622940063
1000000,4.0e6,0.4864864864864865,1.5,1.1486456394195557
1000000,4.0e6,0.49039039039039045,1.5,1.1486215591430664
1000000,4.0e6,0.4942942942942943,1.5,1.1463627815246582
1000000,4.0e6,0.4981981981981982,1.5,1.1418927907943726
1000000,4.0e6,0.502102102102102,1.5,1.1396222114562988
1000000,4.0e6,0.506006006006006,1.5,1.1393656730651855
1000000,4.0e6,0.5099099099099099,1.5,1.1381608247756958
1000000,4.0e6,0.5138138138138137,1.5,1.1370173692703247
1000000,4.0e6,0.5177177177177177,1.5,1.1372894048690796
1000000,4.0e6,0.5216216216216216,1.5,1.1324001550674438
1000000,4.0e6,0.5255255255255256,1.5,1.1310083866119385
1000000,4.0e6,0.5294294294294295,1.5,1.1284782886505127
1000000,4.0e6,0.5333333333333333,1.5,1.126682162284851
1000000,4.0e6,0.5372372372372373,1.5,1.123121738433838
1000000,4.0e6,0.5411411411411412,1.5,1.1269322633743286
1000000,4.0e6,0.545045045045045,1.5,1.1192196607589722
1000000,4.0e6,0.548948948948949,1.5,1.1213444471359253
1000000,4.0e6,0.5528528528528529,1.5,1.119053602218628
1000000,4.0e6,0.5567567567567567,1.5,1.1190910339355469
1000000,4.0e6,0.5606606606606607,1.5,1.1182172298431396
1000000,4.0e6,0.5645645645645645,1.5,1.1183171272277832
1000000,4.0e6,0.5684684684684684,1.5,1.1175110340118408
1000000,4.0e6,0.5723723723723724,1.5,1.114605188369751
1000000,4.0e6,0.5762762762762763,1.5,1.1112128496170044
1000000,4.0e6,0.5801801801801802,1.5,1.1058813333511353
1000000,4.0e6,0.5840840840840841,1.5,1.1074120998382568
1000000,4.0e6,0.587987987987988,1.5,1.1017976999282837
1000000,4.0e6,0.5918918918918918,1.5,1.0994199514389038
1000000,4.0e6,0.5957957957957958,1.5,1.101732611656189
1000000,4.0e6,0.5996996996996997,1.5,1.1005183458328247
1000000,4.0e6,0.6036036036036037,1.5,1.099794626235962
1000000,4.0e6,0.6075075075075076,1.5,1.0932782888412476
1000000,4.0e6,0.6114114114114113,1.5,1.0939935445785522
1000000,4.0e6,0.6153153153153152,1.5,1.0924097299575806
1000000,4.0e6,0.6192192192192192,1.5,1.0899847745895386
1000000,4.0e6,0.6231231231231231,1.5,1.0872238874435425
1000000,4.0e6,0.6270270270270271,1.5,1.0909665822982788
1000000,4.0e6,0.630930930930931,1.5,1.0858818292617798
1000000,4.0e6,0.6348348348348348,1.5,1.0836501121520996
1000000,4.0e6,0.6387387387387388,1.5,1.0837243795394897
1000000,4.0e6,0.6426426426426426,1.5,1.080519199371338
1000000,4.0e6,0.6465465465465465,1.5,1.0772465467453003
1000000,4.0e6,0.6504504504504505,1.5,1.0838276147842407
1000000,4.0e6,0.6543543543543543,1.5,1.0746527910232544
1000000,4.0e6,0.6582582582582582,1.5,1.0773755311965942
1000000,4.0e6,0.6621621621621622,1.5,1.070981502532959
1000000,4.0e6,0.6660660660660661,1.5,1.0736454725265503
1000000,4.0e6,0.66996996996997,1.5,1.069770336151123
1000000,4.0e6,0.6738738738738739,1.5,1.0658963918685913
1000000,4.0e6,0.6777777777777778,1.5,1.06365966796875
1000000,4.0e6,0.6816816816816816,1.5,1.0673719644546509
1000000,4.0e6,0.6855855855855856,1.5,1.0624208450317383
1000000,4.0e6,0.6894894894894895,1.5,1.0622634887695312
1000000,4.0e6,0.6933933933933935,1.5,1.0586588382720947
1000000,4.0e6,0.6972972972972973,1.5,1.0538103580474854
1000000,4.0e6,0.7012012012012012,1.5,1.0591590404510498
1000000,4.0e6,0.7051051051051052,1.5,1.058943510055542
1000000,4.0e6,0.7090090090090091,1.5,1.0515538454055786
1000000,4.0e6,0.7129129129129129,1.5,1.0495907068252563
1000000,4.0e6,0.7168168168168167,1.5,1.048478364944458
1000000,4.0e6,0.7207207207207207,1.5,1.0498024225234985
1000000,4.0e6,0.7246246246246246,1.5,1.0450206995010376
1000000,4.0e6,0.7285285285285286,1.5,1.047117829322815
1000000,4.0e6,0.7324324324324325,1.5,1.0451931953430176
1000000,4.0e6,0.7363363363363363,1.5,1.044508457183838
1000000,4.0e6,0.7402402402402402,1.5,1.0408847332000732
1000000,4.0e6,0.7441441441441441,1.5,1.038928747177124
1000000,4.0e6,0.748048048048048,1.5,1.037258505821228
1000000,4.0e6,0.751951951951952,1.5,1.0358381271362305
1000000,4.0e6,0.7558558558558559,1.5,1.035606861114502
1000000,4.0e6,0.7597597597597597,1.5,1.0320698022842407
1000000,4.0e6,0.7636636636636637,1.5,1.0311164855957031
1000000,4.0e6,0.7675675675675676,1.5,1.032127022743225
1000000,4.0e6,0.7714714714714714,1.5,1.023103952407837
1000000,4.0e6,0.7753753753753754,1.5,1.02693510055542
1000000,4.0e6,0.7792792792792792,1.5,1.0269900560379028
1000000,4.0e6,0.7831831831831831,1.5,1.021973729133606
1000000,4.0e6,0.7870870870870871,1.5,1.0222313404083252
1000000,4.0e6,0.790990990990991,1.5,1.0190633535385132
1000000,4.0e6,0.794894894894895,1.5,1.0126268863677979
1000000,4.0e6,0.7987987987987988,1.5,1.014987587928772
1000000,4.0e6,0.8027027027027027,1.5,1.0127079486846924
1000000,4.0e6,0.8066066066066067,1.5,1.0141338109970093
1000000,4.0e6,0.8105105105105105,1.5,1.0114097595214844
1000000,4.0e6,0.8144144144144144,1.5,1.0113303661346436
1000000,4.0e6,0.8183183183183184,1.5,1.0057858228683472
1000000,4.0e6,0.8222222222222222,1.5,1.0081042051315308
1000000,4.0e6,0.8261261261261261,1.5,1.006398320198059
1000000,4.0e6,0.8300300300300301,1.5,1.002852201461792
1000000,4.0e6,0.833933933933934,1.5,0.9999327063560486
1000000,4.0e6,0.8378378378378379,1.5,1.0003166198730469
1000000,4.0e6,0.8417417417417417,1.5,0.9966794848442078
1000000,4.0e6,0.8456456456456456,1.5,0.9954317808151245
1000000,4.0e6,0.8495495495495495,1.5,0.9951585531234741
1000000,4.0e6,0.8534534534534535,1.5,0.9920823574066162
1000000,4.0e6,0.8573573573573574,1.5,0.9898914694786072
1000000,4.0e6,0.8612612612612612,1.5,0.9896618723869324
1000000,4.0e6,0.8651651651651652,1.5,0.9856522083282471
1000000,4.0e6,0.869069069069069,1.5,0.9868429899215698
1000000,4.0e6,0.8729729729729729,1.5,0.9893410205841064
1000000,4.0e6,0.8768768768768769,1.5,0.9824267029762268
1000000,4.0e6,0.8807807807807808,1.5,0.9800726771354675
1000000,4.0e6,0.8846846846846846,1.5,0.9800843596458435
1000000,4.0e6,0.8885885885885886,1.5,0.9794584512710571
1000000,4.0e6,0.8924924924924925,1.5,0.9771327972412109
1000000,4.0e6,0.8963963963963965,1.5,0.9745576977729797
1000000,4.0e6,0.9003003003003003,1.5,0.9725013375282288
1000000,4.0e6,0.9042042042042042,1.5,0.9732703566551208
1000000,4.0e6,0.908108108108108,1.5,0.9680076837539673
1000000,4.0e6,0.912012012012012,1.5,0.9718037843704224
1000000,4.0e6,0.9159159159159159,1.5,0.9721105098724365
1000000,4.0e6,0.9198198198198199,1.5,0.9642757773399353
1000000,4.0e6,0.9237237237237238,1.5,0.9672533273696899
1000000,4.0e6,0.9276276276276276,1.5,0.9648961424827576
1000000,4.0e6,0.9315315315315316,1.5,0.9622408747673035
1000000,4.0e6,0.9354354354354355,1.5,0.9625101685523987
1000000,4.0e6,0.9393393393393393,1.5,0.9566460847854614
1000000,4.0e6,0.9432432432432433,1.5,0.9610303044319153
1000000,4.0e6,0.9471471471471471,1.5,0.9561325311660767
1000000,4.0e6,0.951051051051051,1.5,0.9574615955352783
1000000,4.0e6,0.954954954954955,1.5,0.9535782933235168
1000000,4.0e6,0.9588588588588589,1.5,0.9462360143661499
1000000,4.0e6,0.9627627627627628,1.5,0.9467459917068481
1000000,4.0e6,0.9666666666666666,1.5,0.9479148983955383
1000000,4.0e6,0.9705705705705705,1.5,0.9465651512145996
1000000,4.0e6,0.9744744744744744,1.5,0.948948085308075
1000000,4.0e6,0.9783783783783784,1.5,0.9413896203041077
1000000,4.0e6,0.9822822822822823,1.5,0.9435182809829712
1000000,4.0e6,0.9861861861861863,1.5,0.9398442506790161
1000000,4.0e6,0.9900900900900901,1.5,0.9387601613998413
1000000,4.0e6,0.993993993993994,1.5,0.9382885694503784
1000000,4.0e6,0.9978978978978978,1.5,0.9342049360275269
1000000,4.0e6,1.0018018018018018,1.5,0.935265839099884
1000000,4.0e6,1.0057057057057057,1.5,0.9317998290061951
1000000,4.0e6,1.0096096096096097,1.5,0.9302085638046265
1000000,4.0e6,1.0135135135135136,1.5,0.9294381737709045
1000000,4.0e6,1.0174174174174175,1.5,0.9266734719276428
1000000,4.0e6,1.0213213213213213,1.5,0.9243602752685547
1000000,4.0e6,1.0252252252252252,1.5,0.9273300766944885
1000000,4.0e6,1.0291291291291291,1.5,0.9251105189323425
1000000,4.0e6,1.033033033033033,1.5,0.9181925654411316
1000000,4.0e6,1.036936936936937,1.5,0.9180850982666016
1000000,4.0e6,1.040840840840841,1.5,0.9195888042449951
1000000,4.0e6,1.0447447447447449,1.5,0.9156808853149414
1000000,4.0e6,1.0486486486486486,1.5,0.914447546005249
1000000,4.0e6,1.0525525525525525,1.5,0.9093771576881409
1000000,4.0e6,1.0564564564564565,1.5,0.9132992029190063
1000000,4.0e6,1.0603603603603604,1.5,0.9130688309669495
1000000,4.0e6,1.0642642642642643,1.5,0.9118470549583435
1000000,4.0e6,1.0681681681681683,1.5,0.9061867594718933
1000000,4.0e6,1.072072072072072,1.5,0.9051488041877747
1000000,4.0e6,1.0759759759759762,1.5,0.9058130979537964
1000000,4.0e6,1.0798798798798799,1.5,0.8999739289283752
1000000,4.0e6,1.0837837837837836,1.5,0.9031409025192261
1000000,4.0e6,1.0876876876876878,1.5,0.8982717394828796
1000000,4.0e6,1.0915915915915915,1.5,0.8983439803123474
1000000,4.0e6,1.0954954954954956,1.5,0.8994904160499573
1000000,4.0e6,1.0993993993993993,1.5,0.8965657353401184
1000000,4.0e6,1.1033033033033033,1.5,0.891793966293335
1000000,4.0e6,1.1072072072072072,1.5,0.8960187435150146
1000000,4.0e6,1.1111111111111112,1.5,0.891028881072998
1000000,4.0e6,1.115015015015015,1.5,0.8881698846817017
1000000,4.0e6,1.1189189189189188,1.5,0.8863577842712402
1000000,4.0e6,1.1228228228228228,1.5,0.8868080377578735
1000000,4.0e6,1.1267267267267267,1.5,0.887884259223938
1000000,4.0e6,1.1306306306306306,1.5,0.8813307285308838
1000000,4.0e6,1.1345345345345346,1.5,0.8835781216621399
1000000,4.0e6,1.1384384384384385,1.5,0.8821967840194702
1000000,4.0e6,1.1423423423423424,1.5,0.8779518604278564
1000000,4.0e6,1.1462462462462462,1.5,0.8818908929824829
1000000,4.0e6,1.15015015015015,1.5,0.8745701909065247
1000000,4.0e6,1.154054054054054,1.5,0.8765751123428345
1000000,4.0e6,1.157957957957958,1.5,0.8760854005813599
1000000,4.0e6,1.161861861861862,1.5,0.8718314170837402
1000000,4.0e6,1.1657657657657658,1.5,0.8705436587333679
1000000,4.0e6,1.1696696696696696,1.5,0.8674315214157104
1000000,4.0e6,1.1735735735735737,1.5,0.8637165427207947
1000000,4.0e6,1.1774774774774774,1.5,0.8674345016479492
1000000,4.0e6,1.1813813813813814,1.5,0.8633173704147339
1000000,4.0e6,1.1852852852852853,1.5,0.8660315275192261
1000000,4.0e6,1.189189189189189,1.5,0.8608782291412354
1000000,4.0e6,1.1930930930930932,1.5,0.8606698513031006
1000000,4.0e6,1.196996996996997,1.5,0.8610582947731018
1000000,4.0e6,1.200900900900901,1.5,0.8570024371147156
1000000,4.0e6,1.2048048048048048,1.5,0.8555790781974792
1000000,4.0e6,1.2087087087087087,1.5,0.8537838459014893
1000000,4.0e6,1.2126126126126127,1.5,0.8531136512756348
1000000,4.0e6,1.2165165165165164,1.5,0.8521779775619507
1000000,4.0e6,1.2204204204204205,1.5,0.8502429723739624
1000000,4.0e6,1.2243243243243243,1.5,0.8469672799110413
1000000,4.0e6,1.2282282282282282,1.5,0.8450983762741089
1000000,4.0e6,1.2321321321321321,1.5,0.8486406207084656
1000000,4.0e6,1.236036036036036,1.5,0.8431184887886047
1000000,4.0e6,1.23993993993994,1.5,0.8416005969047546
1000000,4.0e6,1.2438438438438437,1.5,0.8432000279426575
1000000,4.0e6,1.2477477477477477,1.5,0.8406364917755127
1000000,4.0e6,1.2516516516516516,1.5,0.8396958112716675
1000000,4.0e6,1.2555555555555555,1.5,0.8378291726112366
1000000,4.0e6,1.2594594594594595,1.5,0.8371458649635315
1000000,4.0e6,1.2633633633633634,1.5,0.8347689509391785
1000000,4.0e6,1.2672672672672673,1.5,0.8324822783470154
1000000,4.0e6,1.2711711711711713,1.5,0.8287877440452576
1000000,4.0e6,1.275075075075075,1.5,0.8292173147201538
1000000,4.0e6,1.278978978978979,1.5,0.8285049796104431
1000000,4.0e6,1.2828828828828829,1.5,0.823710024356842
1000000,4.0e6,1.2867867867867868,1.5,0.8294793963432312
1000000,4.0e6,1.2906906906906908,1.5,0.8225544691085815
1000000,4.0e6,1.2945945945945945,1.5,0.8226068019866943
1000000,4.0e6,1.2984984984984986,1.5,0.8241719007492065
1000000,4.0e6,1.3024024024024023,1.5,0.823076605796814
1000000,4.0e6,1.3063063063063063,1.5,0.8202849626541138
1000000,4.0e6,1.3102102102102102,1.5,0.8185059428215027
1000000,4.0e6,1.314114114114114,1.5,0.8170843124389648
1000000,4.0e6,1.318018018018018,1.5,0.8133563995361328
1000000,4.0e6,1.3219219219219218,1.5,0.8130784630775452
1000000,4.0e6,1.325825825825826,1.5,0.8107789754867554
1000000,4.0e6,1.3297297297297297,1.5,0.8098181486129761
1000000,4.0e6,1.3336336336336336,1.5,0.8077271580696106
1000000,4.0e6,1.3375375375375376,1.5,0.8103480339050293
1000000,4.0e6,1.3414414414414413,1.5,0.8035099506378174
1000000,4.0e6,1.3453453453453454,1.5,0.8030112385749817
1000000,4.0e6,1.3492492492492492,1.5,0.8018893003463745
1000000,4.0e6,1.353153153153153,1.5,0.8003323674201965
1000000,4.0e6,1.357057057057057,1.5,0.8028531074523926
1000000,4.0e6,1.360960960960961,1.5,0.7972654700279236
1000000,4.0e6,1.364864864864865,1.5,0.7976500391960144
1000000,4.0e6,1.3687687687687689,1.5,0.7946569919586182
1000000,4.0e6,1.3726726726726726,1.5,0.7932554483413696
1000000,4.0e6,1.3765765765765765,1.5,0.7968794703483582
1000000,4.0e6,1.3804804804804804,1.5,0.7917641401290894
1000000,4.0e6,1.3843843843843844,1.5,0.7911733388900757
1000000,4.0e6,1.3882882882882883,1.5,0.7888079881668091
1000000,4.0e6,1.3921921921921923,1.5,0.787126362323761
1000000,4.0e6,1.3960960960960962,1.5,0.7877004742622375
